Word,Conc
官员,1.875
规例,2.869565
国籍,1.75
横跨,2.75
烘干,2.083333
幻想,3.75
皇后,1.583333
黄蜂,1.375
己任,3.391304
挤压,2.458333
家畜,2.041667
揭晓,3.25
节庆,2.5
进展,3.166667
剧院,1.791667
飓风,2.333333
绝缘,2.791667
磕头,1.666667
栏杆,1.291667
凌迟,2.958333
流汗,1.833333
聋哑,1.625
骆驼,1.416667
门户,2.75
密室,2.291667
墨水,1.583333
男孩,1.458333
农村,1.833333
农具,1.625
胚芽,2.208333
澎湃,3.73913
偏见,3.166667
片刻,3.291667
平房,1.458333
平滑,2.541667
钱币,1.333333
歉疚,3.333333
亲切,3.0
青蛙,1.458333
热中,3.6
睿智,3.75
纱布,1.25
商量,2.875
圣诞,1.958333
失信,3.208333
施法,3.35
示范,2.916667
硕士,1.958333
思虑,3.375
坦然,2.916667
逃生,2.75
特制,3.041667
天主,3.208333
通融,3.666667
投宿,2.375
投资,2.416667
图画,1.833333
图片,1.791667
徒弟,1.583333
武器,2.0
昔日,3.173913
下属,2.083333
线条,2.375
泄漏,2.833333
杏仁,1.291667
削发,2.25
血缘,2.375
讶异,3.083333
遥控,2.291667
业务,2.75
踊跃,3.208333
用药,2.291667
幽默,3.541667
幽雅,3.541667
右眼,1.25
愉快,2.791667
原子,3.0
在职,2.333333
赞成,2.541667
赞助,2.75
站长,1.875
长短,2.375
长官,1.916667
执法,2.541667
直率,3.125
质量,2.708333
装扮,2.458333
酌情,3.625
字母,1.791667
足够,2.916667
暧昧,3.5
安葬,1.709677
班底,3.035714
磅礴,3.903226
边际,3.516129
草稿,1.724138
草芥,3.241379
蟾蜍,1.290323
谄媚,3.4
磁碟,1.892857
道义,3.967742
等级,2.689655
低沉,3.354839
电阻,2.266667
督察,2.516129
妒忌,2.903226
端庄,3.0
多心,3.551724
犯人,1.387097
焚烧,1.580645
感动,3.225806
睾丸,1.258065
公证,2.774194
含冤,3.133333
行凶,2.354839
和谐,3.290323
后劲,3.392857
恢复,3.129032
活塞,1.870968
鸡屎,1.16129
计划,2.870968
寄信,1.645161
加倍,2.870968
奸臣,2.0
肩负,3.366667
将近,3.724138
交替,3.206897
届满,3.178571
经典,3.709677
精神,3.8
决胜,3.225806
恐惧,3.064516
跨栏,1.612903
宽衣,2.096774
浪费,2.645161
厘米,1.612903
遴选,3.321429
旅游,2.032258
妈妈,1.166667
美景,2.433333
妹夫,1.533333
蒙蔽,3.548387
秒钟,1.6
明亮,2.612903
明喻,3.678571
命案,2.129032
目睹,2.451613
殴打,1.677419
呕吐,1.516129
气泡,1.580645
欠债,2.225806
青草,1.322581
球队,1.466667
锐角,1.677419
砂石,1.516129
商场,1.451613
生病,2.387097
圣地,3.166667
食谱,1.774194
试验,2.741935
术士,3.034483
述说,3.096774
霜降,2.2
水蛇,1.419355
水源,1.806452
死囚,1.741935
挑逗,3.612903
厅堂,1.774194
同胞,2.16129
突破,3.290323
椭圆,1.806452
外汇,2.3
玩具,1.466667
威逼,3.387097
威吓,3.129032
围墙,1.533333
稳重,3.354839
问候,3.066667
武打,2.774194
西藏,1.129032
下降,2.645161
卸妆,1.935484
辛辣,2.451613
匈奴,1.903226
学童,1.677419
雪茄,1.290323
徇私,3.548387
演奏,2.322581
洋葱,1.16129
疑云,3.933333
意识,4.290323
影射,4.0
油画,1.806452
浴缸,1.225806
预想,3.806452
源自,4.035714
赠品,2.0
战机,1.8
长城,1.16129
照常,3.62069
箴言,2.892857
阵亡,2.258065
止渴,2.4
指定,2.741935
指控,3.032258
皱眉,1.483871
祝福,3.064516
筑巢,2.096774
转机,3.433333
装傻,2.733333
装置,2.096774
总统,1.290323
醉拳,2.096774
尊重,3.419355
按摩,2.16129
白热,3.62963
被害,2.806452
玻璃,1.258065
参考,3.387097
灿烂,3.548387
茶叶,1.129032
差异,3.451613
常温,2.516129
超度,4.074074
超重,2.16129
吵架,1.870968
吵闹,2.354839
冲劲,3.677419
喘息,2.387097
磁力,2.935484
此后,3.758621
刀剑,1.354839
诋毁,3.483871
抵达,2.516129
电脑,1.096774
定局,3.16129
短片,1.806452
发泄,3.290323
泛舟,2.419355
费解,3.548387
分秒,2.166667
尴尬,3.741935
挂念,3.516129
关照,3.225806
归功,3.645161
诡诈,3.806452
黑暗,2.225806
护照,1.290323
花甲,2.206897
诙谐,3.766667
挥霍,3.419355
祸患,3.258065
加刑,2.83871
健康,2.866667
介绍,2.7
金牌,1.366667
局促,3.533333
卡片,1.322581
慨叹,3.3
刻意,3.548387
垦荒,2.233333
快餐,1.516129
款待,2.677419
唠叨,2.677419
连锁,3.066667
灵感,3.967742
流程,2.870968
茫然,4.064516
梦境,3.580645
灭绝,2.741935
母舰,1.833333
奶粉,1.129032
恼火,3.354839
盘子,1.290323
泡茶,1.709677
漂浮,2.483871
平定,3.064516
仆役,1.9
企鹅,1.064516
强弱,3.586207
峭壁,1.612903
青春,3.354839
轻微,3.633333
情势,3.677419
雀斑,1.580645
日历,1.451613
如此,3.75
入夜,2.677419
赊账,2.483871
申辩,2.870968
生殖,2.129032
省却,3.464286
失火,2.0
实施,2.935484
事故,2.129032
手感,3.129032
双子,3.291667
水母,1.322581
水塘,1.225806
司仪,1.677419
思乡,3.612903
锁链,1.612903
他人,2.741935
踏实,3.419355
太多,3.172414
梯形,1.774194
提升,3.266667
天色,2.580645
条理,3.290323
调整,3.366667
同义,3.2
微笑,1.967742
无力,3.516129
系统,2.8
纤维,2.258065
香烟,1.225806
镶嵌,2.967742
向心,3.4
亚裔,1.83871
样子,3.193548
一切,3.740741
义演,2.655172
淤积,3.133333
怨言,3.0
在乎,3.354839
糟蹋,2.866667
张贴,1.967742
障碍,2.806452
遮掩,2.935484
知名,3.133333
直观,3.677419
致病,3.137931
中庭,2.521739
钟楼,1.448276
骤雨,1.741935
资源,3.1
纵情,3.833333
安慰,2.791667
白骨,2.291667
不对,2.416667
不再,3.565217
菜苗,1.958333
蚕豆,1.375
茶壶,1.5
痴心,3.75
臭氧,2.041667
窗口,2.166667
瓷器,1.583333
从政,2.916667
村镇,1.833333
大便,1.416667
低估,3.434783
叮当,3.434783
冬季,1.833333
动静,3.583333
惰性,3.291667
砝码,2.695652
帆布,1.666667
钢笔,1.166667
膈膜,3.304348
跟踪,3.043478
勾当,3.666667
规定,2.652174
合拍,3.25
衡量,3.541667
后来,3.625
后腿,2.217391
化验,2.666667
黄色,2.25
惠顾,3.086957
婚礼,1.833333
积分,2.545455
急促,3.166667
价钱,2.5
价值,3.541667
矫形,2.913043
教主,2.625
解决,3.333333
禁欲,2.869565
旧事,3.333333
剧情,3.083333
爵士,2.416667
开腔,3.3
堪称,3.958333
考官,1.75
烤肉,1.625
孔雀,1.208333
劳苦,3.73913
老千,3.434783
雷电,1.583333
立场,3.583333
利息,2.458333
连累,3.304348
镰刀,1.5
量子,3.478261
轮回,4.043478
马厩,1.541667
蜜蜂,1.25
苗条,2.958333
民俗,3.208333
明天,2.333333
念诵,2.391304
女童,1.583333
配合,3.083333
披散,3.545455
品质,3.333333
品种,2.75
平静,3.208333
祈福,3.25
潜力,3.708333
蜻蜓,1.333333
惹祸,3.333333
仁兄,2.625
荣幸,3.625
撒娇,3.041667
色彩,2.958333
神话,3.666667
声望,3.869565
史诗,3.25
使命,3.666667
适宜,3.833333
收藏,2.521739
淑女,2.541667
水车,1.541667
睡衣,1.416667
体察,3.695652
调停,3.478261
铁桥,1.833333
童工,1.708333
望族,3.681818
温差,2.833333
吸热,3.208333
心计,3.869565
新潮,3.666667
新婚,2.041667
雄蜂,1.291667
严寒,2.333333
药材,1.916667
要人,3.5
液晶,1.916667
一样,3.434783
衣橱,1.375
医药,2.541667
遗书,2.083333
遗物,1.916667
营火,2.590909
营养,3.478261
勇夺,4.0
援兵,2.291667
云朵,1.625
噪音,2.458333
占据,3.565217
长笛,1.541667
照应,3.833333
窒息,3.041667
主题,3.782609
驻军,2.173913
装卸,2.041667
桌面,1.875
茁壮,3.565217
钻石,1.5
班级,2.333333
扮演,3.208333
绑匪,1.583333
报告,2.521739
暴晒,2.625
悲哀,3.708333
北面,2.375
查案,2.541667
柴油,1.375
乘法,2.375
吃饭,1.833333
吃惊,3.25
池塘,1.416667
赤足,2.25
璀璨,3.958333
存活,3.347826
搭车,2.041667
打工,2.166667
电话,1.5
独特,4.041667
对峙,3.291667
扉页,2.5
峰会,2.833333
蜂蜜,1.291667
福气,3.833333
复杂,3.695652
跟随,2.913043
公爵,2.0
官职,2.565217
锅盖,1.583333
汉奸,2.25
核弹,1.5
后果,3.75
会员,2.458333
混蛋,2.791667
稽查,2.782609
价格,2.125
坚决,3.347826
减价,2.125
剪彩,2.083333
简单,3.333333
简明,3.666667
酱油,1.625
叫苦,3.333333
捷径,3.434783
近日,3.291667
决断,3.541667
科技,3.041667
蝌蚪,1.333333
空壳,2.772727
快活,3.75
旷野,2.916667
扩张,3.708333
乐园,2.625
雷声,1.875
聊天,2.375
菱形,1.833333
零星,3.521739
留学,2.0
陋室,3.0
卵巢,1.625
论据,3.043478
螺旋,2.416667
蒙混,3.625
名号,3.0
男女,1.875
内力,4.0
年代,2.521739
念头,3.833333
凝结,3.583333
排外,3.695652
叛乱,2.75
皮鞭,1.5
匹敌,3.5
前往,2.913043
勤劳,3.041667
人祸,3.291667
丧命,2.458333
山泉,1.75
赏赐,2.869565
社员,2.208333
省略,3.347826
事迹,3.0
守望,3.434783
寿宴,2.333333
受孕,2.25
梳洗,2.166667
鼠疫,1.791667
四处,3.652174
四海,3.625
松弛,3.347826
台阶,2.25
太阳,1.333333
淘汰,2.826087
同步,3.333333
骰子,1.375
图鉴,2.333333
土著,2.695652
蔚蓝,3.291667
瞎子,2.043478
享受,3.583333
哮喘,2.0
刑警,1.583333
宣传,3.166667
掩饰,3.458333
佯攻,3.434783
以上,3.55
翌日,2.791667
阴凉,2.791667
英军,1.869565
影坛,2.416667
应当,3.818182
硬币,1.458333
幼稚,3.833333
鱼竿,1.25
雨伞,1.541667
遇险,3.090909
御赐,3.333333
炸鸡,1.458333
只顾,4.0
制订,3.166667
滞销,3.125
左脚,1.625
矮小,1.677419
巴结,2.935484
把握,3.580645
斑纹,1.935484
包抄,2.870968
背叛,2.645161
倍增,2.709677
本土,2.366667
表扬,1.967742
冰糖,1.225806
并且,3.75
病榻,2.4
仓促,3.064516
沉默,2.354839
赤子,3.035714
丑事,2.903226
出色,2.935484
船票,1.258065
创刊,2.433333
地球,1.419355
地狱,3.612903
吊灯,1.258065
定律,3.413793
洞窟,2.032258
短暂,3.5
婀娜,3.83871
飞吻,1.935484
风格,3.766667
夫子,2.928571
敷衍,3.129032
俯视,2.322581
负面,3.193548
改善,3.172414
感性,3.935484
钢筋,1.322581
股票,1.903226
呵斥,2.677419
赫然,4.071429
欢聚,2.064516
幻象,3.903226
换气,2.310345
荒岛,1.580645
回声,2.483871
及时,2.827586
纪念,3.032258
艰苦,2.709677
兼职,1.967742
交通,2.033333
巨大,2.548387
开除,2.032258
扣押,2.096774
枯燥,3.129032
列国,3.25
临海,2.064516
令郎,1.827586
流言,3.129032
吗啡,1.774194
门锁,1.16129
门诊,1.83871
绵力,3.708333
渺小,3.225806
明晚,1.580645
明月,1.483871
命苦,3.16129
漂流,2.451613
婆婆,1.419355
前辈,1.903226
前生,3.233333
钳制,3.0
桥头,1.580645
憔悴,2.612903
亲人,1.774194
去处,3.225806
劝解,2.645161
群众,2.193548
认罪,2.612903
弱智,2.645161
扫描,2.612903
善后,3.129032
声调,2.129032
失恋,2.032258
手册,1.677419
树脂,1.709677
塑胶,1.516129
谈天,3.266667
贴近,2.7
通过,2.655172
徒手,2.516129
拖延,2.967742
外资,2.290323
晚装,1.6
王室,1.9
王族,2.322581
位于,3.241379
温度,2.129032
无机,3.461538
县城,1.806452
象棋,1.225806
笑声,1.741935
新人,2.258065
信任,2.833333
信箱,1.322581
宿舍,1.322581
需要,3.354839
驯服,3.066667
衙门,1.774194
亚军,1.5
遗容,2.322581
疑惑,3.3
应战,3.064516
佣金,2.129032
忧愁,3.225806
鱼塘,1.419355
再见,2.517241
在场,2.483871
执导,3.034483
止血,1.709677
指挥,2.064516
志气,3.451613
治标,3.142857
重启,2.290323
重生,3.133333
助阵,2.709677
醉心,4.0
碍眼,3.290323
边沿,2.466667
便秘,1.83871
别墅,1.387097
不料,3.689655
布料,1.774194
采访,2.032258
采用,2.741935
承办,2.870968
除外,3.482759
触动,3.193548
纯粹,3.967742
祠堂,1.451613
刺杀,1.967742
代谢,2.966667
毒品,1.548387
恩惠,3.16129
防卫,2.451613
仿冒,2.774194
放荡,3.580645
枫叶,1.290323
奉告,3.129032
佛教,1.83871
否则,3.466667
扶助,2.645161
负担,2.933333
纲领,2.6
公尺,1.677419
公函,1.766667
惯性,2.806452
国民,1.935484
过境,2.428571
海床,2.516129
海滩,1.387097
行人,1.870968
贺卡,1.580645
花瓣,1.516129
花费,2.645161
回礼,2.16129
荟萃,3.482759
晦涩,3.928571
畸形,2.677419
激战,2.709677
极光,2.0
己见,3.516129
贱人,2.62069
交给,2.866667
焦虑,3.064516
教宗,2.535714
结账,1.774194
解析,2.806452
戒指,1.258065
金币,1.354839
禁闭,2.709677
开支,2.258065
苛求,3.258065
科学,3.193548
克星,2.935484
口味,2.806452
匮乏,3.354839
老伯,1.483871
力学,2.83871
炼钢,1.677419
料想,3.548387
烈焰,2.225806
临终,2.333333
铃声,1.645161
裸体,1.483871
盲点,3.096774
冒犯,3.354839
铭记,2.967742
木屋,1.290323
拿走,2.483871
内向,3.16129
披露,3.322581
瀑布,1.16129
气力,2.689655
弃婴,1.645161
铅球,1.258065
巧匠,2.612903
俏皮,2.967742
惬意,3.516129
清醒,2.580645
任何,3.655172
日记,1.483871
熔化,2.064516
三角,1.677419
诗人,1.741935
使用,2.677419
薯条,1.225806
他日,3.689655
特别,3.7
体贴,2.774194
天花,2.172414
调情,3.451613
退步,2.806452
蜕变,3.1
温驯,2.967742
午睡,1.709677
务必,3.290323
溪谷,1.866667
相对,3.516129
香气,2.129032
性格,3.064516
宿怨,3.466667
锈迹,2.258065
酗酒,2.096774
雪人,1.451613
窑洞,1.290323
营造,3.16129
在位,3.133333
早上,1.612903
展品,1.806452
真空,2.516129
挣脱,3.129032
殖民,2.419355
治安,2.580645
中叶,3.230769
准则,3.096774
灼热,2.7
咨询,2.645161
罪人,2.258065
包括,2.76
饱尝,2.84
保险,2.0
变态,3.304348
表白,2.346154
兵力,2.423077
财神,2.12
操练,2.192308
曾祖,1.615385
厂房,1.5
承认,2.423077
澄清,2.653846
踌躇,3.086957
出丑,3.076923
出价,2.24
出境,1.923077
处罚,2.72
传令,2.5
传说,3.692308
啜泣,1.88
次等,3.307692
搭档,1.923077
嫡传,1.884615
典籍,2.038462
点灯,1.846154
碘酒,1.230769
儿女,1.423077
发狂,3.24
反弹,3.416667
反攻,2.769231
锋利,2.44
敷药,1.884615
浮现,3.884615
妇科,2.307692
告别,2.576923
官能,3.652174
贵姓,1.92
过客,3.0
海岸,1.884615
海峡,1.923077
寒假,1.846154
行动,3.192308
合理,3.6
回忆,3.653846
火山,1.230769
极权,3.791667
寄生,3.230769
加冕,2.92
缰绳,2.2
接触,3.0
结合,3.461538
锦标,3.08
精华,3.96
窘境,3.269231
开恩,3.608696
课本,1.5
来信,1.884615
滥用,3.538462
历险,3.307692
伶俐,3.307692
灵性,4.153846
幔帐,2.583333
面相,2.64
呐喊,2.0
男人,1.230769
闹市,2.269231
宁愿,3.846154
扭伤,1.961538
暖气,1.769231
虐待,2.68
培训,2.346154
飘泊,3.576923
屏障,3.038462
歧途,3.423077
气量,4.375
器官,1.884615
穷人,2.115385
如果,4.416667
洒脱,3.576923
上演,3.36
生肖,1.807692
失窃,2.038462
市镇,1.68
事务,2.807692
树林,1.423077
送货,1.769231
讨伐,3.08
污水,1.423077
无耻,3.730769
误会,3.269231
蜥蜴,1.153846
洗雪,4.285714
仙人,3.84
相近,3.375
香艳,3.615385
想法,3.730769
心醉,3.923077
信奉,3.576923
性质,3.423077
许久,3.083333
选举,2.038462
延长,3.038462
演变,3.461538
仰角,2.8
腰带,1.269231
遗照,1.461538
屹立,3.461538
抑制,3.346154
右手,1.153846
圆滑,3.884615
栽培,2.961538
针线,1.461538
真实,3.346154
镇定,3.115385
知音,3.269231
忠贞,3.5
周到,3.653846
专注,3.346154
追忆,3.846154
走失,2.230769
足迹,2.576923
组队,2.076923
遵照,2.846154
安静,2.92
百姓,2.0
伴郎,1.653846
表象,3.807692
病历,1.615385
波及,3.8
才能,3.576923
谗言,3.423077
猖狂,3.76
车箱,1.423077
撤职,2.461538
冲锋,2.653846
出生,2.115385
出席,2.0
磁铁,1.692308
打动,3.461538
担任,3.076923
得救,2.5
的确,3.304348
敌意,3.307692
地震,1.384615
地主,1.807692
动词,3.307692
堵塞,2.6
度过,3.44
对骂,2.384615
恶运,3.692308
仿生,3.391304
飞弛,3.375
封条,1.692308
烽火,2.423077
夫妻,1.5
伏法,2.75
干部,2.192308
干线,2.92
革职,2.423077
阁下,2.16
根治,2.84
贡品,2.192308
规则,2.72
闺秀,2.32
后盾,3.12
后勤,2.307692
候选,2.576923
回味,3.730769
混合,3.269231
记述,2.769231
甲子,2.272727
江山,3.28
叫喊,2.153846
阶段,3.384615
揭露,3.115385
解脱,3.692308
锦衣,2.72
举办,2.653846
绝对,3.25
客官,1.846154
口碑,3.384615
宽恕,3.615385
礼节,3.038462
流行,3.807692
旅费,1.961538
满座,2.076923
门路,3.5
免疫,3.16
女孩,1.346154
爬山,1.653846
胚胎,2.269231
批次,2.769231
劈柴,1.615385
频繁,3.2
评定,2.92
破坏,2.653846
魄力,3.846154
切磋,3.269231
请愿,3.12
躯壳,2.346154
仁厚,3.307692
乳房,1.269231
撒谎,3.192308
时差,2.384615
识别,2.884615
拾荒,2.6
食粮,1.84
室内,1.730769
受难,3.16
疏远,3.36
说谎,3.0
嘶叫,2.384615
四周,2.68
松鼠,1.076923
素描,2.12
套房,1.666667
贴身,2.576923
托管,2.461538
拖鞋,1.115385
网络,2.807692
位列,3.038462
虾米,1.576923
巷子,1.730769
橡树,1.346154
宵禁,2.384615
笑骂,2.76
新年,1.769231
修补,2.384615
阎王,2.64
药物,1.653846
依照,3.269231
银币,1.384615
用兵,3.04
诱导,3.538462
迂腐,3.84
余波,3.583333
原始,3.269231
招租,2.307692
支出,2.423077
肢体,1.807692
制裁,3.307692
主妇,2.038462
紫红,2.115385
总和,2.36
走散,2.615385
座位,1.538462
挨饿,2.0
爱情,3.4
安祥,2.958333
把戏,3.24
包厢,1.44
报社,1.44
卑职,3.208333
北约,1.842105
背后,2.458333
背脊,1.76
便餐,1.92
遍布,3.416667
标本,2.0
波浪,1.76
脖子,1.16
不然,4.052632
不幸,3.36
草书,2.0
倡议,3.0
成本,2.52
成长,3.541667
冲动,3.583333
冲破,3.12
次要,3.32
打雷,1.6
佃农,1.695652
而今,3.583333
发愁,3.083333
发慌,3.12
发射,2.125
范畴,3.782609
俘虏,1.88
干掉,3.130435
古板,3.24
诡计,3.125
国家,1.72
含蓄,3.36
何谓,4.0
轰动,3.041667
候鸟,1.68
画面,2.72
籍贯,1.68
继承,2.76
家事,2.68
建功,3.083333
僵硬,2.6
讲师,1.56
今昔,3.409091
卷轴,1.833333
决斗,2.48
军人,1.12
亢奋,3.32
蓝鲸,1.16
老早,3.76
冷清,3.32
零用,2.619048
蒙古,1.16
妙计,3.12
明朝,1.458333
默祷,3.5
某些,4.304348
叛逆,3.28
朋友,1.666667
评论,1.916667
棋子,1.869565
气候,2.291667
墙壁,1.32
情人,2.36
区分,2.913043
去向,3.208333
犬齿,1.869565
筛选,2.826087
山羊,1.04
商榷,3.5
商议,3.08
上书,2.782609
师父,1.72
蔬菜,1.84
耍弄,3.52
水塔,1.541667
睡意,3.16
颂赞,3.28
太空,2.72
淘金,2.958333
特辑,2.583333
庭园,1.48
顽童,2.208333
围困,3.25
味蕾,2.56
伍长,2.545455
务农,2.12
先驱,2.72
霰弹,1.666667
新奇,3.75
熊市,2.590909
虚名,3.52
悬崖,1.56
熏陶,3.8
烟囱,1.32
延时,3.16
研究,3.08
研习,3.08
野兽,1.72
异物,2.88
有关,3.458333
愿意,3.333333
韵律,3.36
炸药,1.36
张开,3.043478
长子,1.4
兆头,3.88
着陆,2.32
着手,3.041667
政见,2.791667
值钱,3.0
指南,2.565217
置业,2.454545
住院,1.72
转型,3.44
准许,2.958333
奏乐,2.24
足球,1.12
作乐,3.16
做作,3.875
拜师,2.2
暴力,2.64
本身,3.090909
操纵,3.44
钞票,1.32
朝代,2.28
朝鲜,1.12
撤退,2.56
称赞,2.96
出身,2.92
床垫,1.2
吹牛,3.16
纯正,3.44
蠢材,2.416667
答应,2.76
打火,2.125
打捞,1.92
大臣,1.72
待人,2.96
道场,2.130435
定期,2.72
毒打,2.08
多种,3.26087
扼杀,3.24
发型,1.88
放羊,1.375
肺炎,1.52
分工,2.88
奋斗,3.52
伏兵,2.28
胳膊,1.08
桂冠,2.291667
果树,1.72
过时,3.28
化痰,2.48
怀旧,3.36
荒唐,3.48
会费,1.666667
会见,2.6
或许,3.958333
冀望,4.12
假冒,2.958333
尖刀,1.666667
坚强,3.16
教堂,1.52
景象,2.64
纠正,2.791667
考生,1.56
恐吓,2.84
枯井,1.75
兰花,1.12
篮子,1.28
雷同,3.208333
练习,2.64
卖弄,3.36
漫画,1.88
描写,3.08
藐视,3.44
名牌,2.0
那天,3.5
溺爱,3.0
年糕,1.32
娘家,1.72
喷泉,1.36
片酬,2.12
沏茶,1.64
前景,3.625
窃笑,2.625
劝阻,2.64
缺德,3.0
容忍,2.875
入狱,1.76
撒网,2.0
杀菌,1.88
上路,3.045455
蛇蝎,2.875
设立,3.0
神学,3.043478
生涯,3.36
省悟,3.304348
失守,3.043478
首长,1.76
瘦弱,2.24
舒适,2.96
说客,2.16
四散,3.4
送客,2.32
踏入,2.875
太公,2.043478
态度,3.32
贪污,2.12
搪瓷,2.318182
体面,3.12
体坛,2.25
铜器,1.72
推卸,3.4
为期,3.333333
污秽,3.2
相片,1.666667
巷战,2.045455
心疼,3.08
凶狠,3.12
宣誓,2.333333
一般,3.625
轶事,2.826087
意境,3.875
余韵,3.73913
早晨,1.8
早点,1.916667
章节,2.25
找到,2.8
贞操,3.0
侦探,1.68
智商,2.88
稚嫩,3.04
中庸,3.666667
忠烈,3.208333
主观,3.92
贮存,2.458333
铸造,2.28
钻研,3.28
昨晚,2.0
作主,2.875
安置,2.538462
办报,3.153846
崩溃,3.0
比较,3.115385
鄙人,2.076923
猜测,3.230769
裁判,2.038462
仓惶,3.538462
藏族,1.653846
颤栗,2.730769
乘客,1.653846
程度,3.923077
逞强,2.961538
丑化,3.307692
刺激,3.115385
从良,3.12
达观,3.791667
鞑靼,3.142857
登山,1.692308
低调,3.192308
顶点,2.48
法定,2.923077
防盗,2.52
放牧,2.115385
佛经,2.384615
赶路,2.076923
公路,1.576923
功德,4.0
固执,3.192308
喝酒,1.576923
河流,1.576923
洪水,1.769231
吼叫,2.28
花生,1.346154
回归,3.384615
回收,2.625
混乱,3.346154
祸害,3.230769
记者,1.615385
监禁,2.5
兼顾,3.307692
接合,3.461538
揭幕,2.923077
戒心,3.5
句号,1.807692
空战,2.384615
叩头,1.615385
酷刑,2.692308
宽敞,2.769231
狂暴,3.230769
老树,1.923077
了解,3.5
雷池,3.88
亮光,2.076923
烈士,1.769231
领带,1.346154
密探,2.68
缅怀,3.5
面孔,2.28
鸣谢,3.115385
内奸,2.384615
尿频,2.192308
派对,2.346154
咆哮,2.423077
片断,3.153846
婆妈,3.2
起草,2.846154
气派,3.230769
巧合,3.346154
曲奇,2.16
痊愈,2.576923
然后,3.692308
染色,2.269231
任命,2.76
扫地,1.730769
扫墓,1.807692
砂锅,1.384615
生命,3.153846
实力,3.730769
事先,3.76
收容,3.038462
暑假,1.807692
衰老,2.807692
水球,1.833333
水银,1.461538
思念,3.769231
苏联,1.653846
溯源,3.75
涕泣,2.423077
通知,2.576923
同党,2.692308
退烧,1.916667
脱落,2.730769
文风,4.038462
蚊虫,1.807692
系列,3.615385
仙境,3.846154
雄厚,3.615385
熊掌,1.461538
叙旧,3.0
烟幕,2.72
殃及,3.653846
耀眼,2.692308
叶酸,2.230769
已故,2.346154
因缘,3.615385
映照,3.64
慵懒,3.2
用途,3.04
鱼雷,1.76
元首,2.038462
陨石,1.807692
运动,2.576923
蕴含,4.115385
灾民,2.192308
载货,2.384615
正餐,1.807692
执行,3.307692
职位,2.576923
重量,2.24
桌椅,1.346154
资历,3.538462
子宫,1.692308
子夜,2.782609
暗示,3.846154
翱翔,3.16
备课,2.423077
本色,3.615385
彩色,2.384615
承担,3.538462
吃亏,3.538462
冲力,3.36
丑态,3.307692
磁场,2.923077
大雾,1.961538
大众,2.884615
道别,2.538462
敌视,3.346154
恶毒,3.346154
发觉,3.576923
非凡,3.92
纷扰,3.846154
腹肌,1.653846
格子,2.038462
工头,2.192308
共识,3.269231
滚水,2.956522
过敏,2.615385
海量,3.5
罕见,3.423077
好学,3.230769
胡闹,3.346154
荒谬,4.0
基地,2.576923
计算,2.961538
技术,3.5
寄宿,2.269231
家访,1.961538
舰艇,1.576923
酵素,2.576923
结石,2.038462
浸透,3.307692
卷入,3.5
军营,1.961538
刻苦,3.769231
肯定,3.115385
苦涩,3.153846
况且,3.846154
劳作,2.84
老鼠,1.269231
泪水,1.576923
理解,3.653846
力气,3.192308
獠牙,2.615385
领略,3.68
流沙,2.230769
笼罩,3.76
陋习,3.346154
喽罗,3.227273
录影,2.269231
沦落,3.76
落日,1.653846
麻雀,1.153846
谋反,3.230769
木门,1.5
幕后,3.24
内乱,3.48
派别,3.375
判官,2.5
碰头,2.5
脾气,3.269231
偏心,3.384615
齐名,3.36
气压,2.769231
求生,3.307692
酋长,2.153846
人质,2.115385
荣辱,3.961538
赛马,2.0
骚扰,3.24
烧毁,2.36
哨子,1.884615
省长,1.692308
盛放,3.24
盛世,3.384615
十足,3.96
士兵,1.576923
手心,1.653846
输家,2.769231
树龄,2.692308
丝带,1.730769
塔楼,1.884615
踏足,3.423077
汤匙,1.423077
提出,3.269231
调味,2.807692
听众,2.153846
妥善,3.807692
挖苦,3.653846
万幸,3.961538
卫兵,1.692308
味道,3.192308
温习,3.115385
西瓜,1.538462
小人,3.269231
兴趣,3.538462
严重,3.923077
样本,2.692308
要塞,2.666667
夜盲,2.6
疑问,3.5
姻缘,3.230769
拥戴,3.4
邮购,2.346154
余力,3.72
宇航,2.423077
冤仇,3.576923
元气,4.08
原因,3.6
约束,3.64
战斗,2.576923
正宗,3.807692
治病,2.576923
中秋,1.923077
衷心,3.461538
洲际,3.4
阻碍,3.692308
奥妙,3.555556
白痴,2.37037
班房,1.961538
搬家,1.518519
悲愤,2.851852
毕生,3.269231
编写,2.259259
标枪,1.52
兵役,2.074074
驳船,2.181818
布施,3.25
城墙,1.148148
橙汁,1.074074
充军,2.740741
穿越,3.777778
创伤,3.037037
吹嘘,3.407407
炊烟,1.814815
从业,2.703704
答案,2.153846
代价,3.5
地址,1.814815
典当,2.461538
电池,1.222222
吊唁,2.923077
对话,2.851852
对调,3.115385
恩怨,3.518519
发愣,2.888889
发明,3.2
方圆,3.37037
分钟,2.407407
附注,2.185185
复数,2.703704
改革,3.461538
干涸,2.407407
革命,3.518519
公敌,3.148148
股市,2.481481
国旗,1.222222
过错,3.185185
好意,3.148148
鸿毛,3.16
呼应,3.5
幻灭,4.111111
昏暗,2.555556
机密,3.037037
跻身,3.583333
加油,3.269231
假日,2.0
交代,3.148148
节目,1.888889
景观,2.222222
拘留,2.037037
可能,3.791667
腊肠,1.518519
来往,3.259259
礼貌,2.740741
林地,1.888889
